x1,x2,x3,x4,omega1,omega2,omega3,omega4,omega5,omega6,omega7,omega8,omega9,omega10,omega11,omega12,h
12.7396,34.1555,31.468,41.9185,8,8,8,16,14,18,18,8,10,0,16,0,967.385
59.6359,0.69602,58.0085,9.65093,0,2,6,8,4,6,8,18,14,0,8,16,576.049
57.8926,40.0904,0.148415,34.419,6,2,8,12,4,14,14,6,6,18,12,0,666.82
56.8443,2.6983,50.2737,30.8862,6,4,2,18,10,16,6,8,16,16,4,8,661.287
20.0471,31.2359,42.0129,30.8991,14,14,14,4,10,2,16,18,0,4,10,6,508.186
11.5299,43.659,36.7723,31.5193,6,14,4,2,4,12,18,16,2,16,18,14,946.34
6.19871,21.7196,1.58127,56.3468,0,18,14,0,6,8,14,16,10,14,10,10,4022.01
58.2738,28.5711,14.5047,0.929966,12,16,16,16,16,10,18,12,10,10,16,12,6875.59
21.9893,34.6231,30.5616,49.0153,8,2,8,2,14,8,6,4,18,8,12,18,482.294
53.815,29.4496,19.0054,44.2881,18,10,18,2,12,4,4,0,12,16,8,18,481.277
32.8707,38.4393,28.515,31.4978,16,10,16,12,8,4,4,6,8,16,10,14,514.327
49.1924,37.1904,39.222,43.5477,0,14,14,6,0,10,16,16,16,10,6,2,450.254
55.2773,4.83493,20.6938,40.5949,8,4,0,14,16,14,10,4,12,6,16,12,785.467
13.2996,26.6847,49.5042,57.3638,6,14,2,16,18,18,4,18,12,0,8,0,603.148
51.9501,4.52701,5.4575,44.2357,10,4,18,4,2,4,12,16,14,12,6,8,1075.53
48.1797,55.5426,24.196,42.9252,2,10,18,0,0,6,0,10,12,18,0,18,400.192
31.3547,58.4494,39.4451,13.6215,0,0,8,0,8,6,18,18,6,12,14,12,517.199
6.27106,37.7289,29.692,14.0901,10,2,16,4,10,2,10,14,8,4,12,4,1287.17
17.105,23.4371,7.56226,18.8643,16,8,18,10,0,12,10,14,4,16,4,10,5931.31
52.4007,18.0908,31.5371,4.65842,4,8,16,2,2,18,18,8,14,2,18,14,2403.25
32.9978,13.2912,5.44376,53.3492,18,10,4,18,12,4,4,12,14,12,12,8,2818.1
12.8898,38.501,45.8224,37.8306,18,14,10,6,2,4,8,12,2,14,16,14,678.832
37.5089,52.5971,18.8565,1.61007,18,6,2,8,12,6,4,8,6,16,12,18,1329.35
32.7696,18.7467,16.2212,50.0896,0,14,0,6,16,18,0,8,2,18,16,6,526.449
56.7348,22.5885,24.8617,11.2535,18,8,6,6,8,8,8,8,2,16,12,4,472.992
19.7888,9.69062,30.1829,43.7019,4,4,16,12,16,14,0,10,6,4,18,18,2539.96
34.1805,32.3817,38.8408,57.3291,12,12,2,16,10,14,0,2,2,4,14,8,368.166
1.04987,5.18531,29.4987,4.26508,16,10,4,0,2,2,6,16,0,16,16,14,6629.7
58.7178,50.5781,46.2137,13.3144,14,6,16,2,18,4,2,16,8,0,16,6,523.59
21.4396,35.8971,22.171,28.09,10,14,10,16,2,12,4,4,8,0,18,14,957.605
14.9804,15.0276,28.103,6.75761,8,14,2,12,4,12,6,0,10,12,8,14,4134.14
44.0862,16.3496,46.9598,13.1137,18,4,14,0,10,8,6,8,12,16,16,10,816.383
42.075,55.301,43.9723,21.6128,6,18,6,0,6,16,12,10,14,16,10,8,581.473
34.8102,54.6475,40.9692,9.61073,2,10,6,18,0,0,0,6,10,4,6,4,291.18
32.7721,0.263893,55.249,10.0907,2,6,12,14,18,4,10,12,10,8,8,2,1443.83
19.7264,42.4182,2.04599,6.9293,10,18,4,14,18,2,8,0,6,0,4,18,3514.04
32.7057,25.0823,58.9859,56.1616,0,8,10,16,10,18,6,8,6,0,4,2,410.535
10.8621,38.7592,5.33727,3.49685,14,2,12,8,4,2,4,14,10,18,2,4,4006.69
40.6155,4.5283,27.1376,42.3241,10,16,10,14,10,12,16,12,14,18,4,12,3915.46
4.39336,39.2361,41.9509,7.97874,12,18,4,2,0,16,8,6,10,16,18,0,2390.9
7.50007,53.7271,50.981,36.9695,18,0,6,12,18,12,12,14,4,8,0,18,635.326
2.86906,40.3341,14.4794,54.7813,14,8,2,18,14,8,0,2,18,18,10,0,566.673
58.1251,49.3487,24.3424,43.4385,2,16,14,12,18,2,10,12,10,0,2,18,496.239
13.5189,52.5139,1.35326,4.29999,16,10,4,0,6,8,10,10,12,2,0,0,1284.91
40.3773,20.6501,26.8695,35.6319,8,16,6,6,6,16,2,2,2,4,12,14,400.192
15.9454,33.905,20.7238,5.35721,0,2,6,12,8,8,10,8,8,14,16,0,2047.2
24.3339,19.1138,5.84938,30.5818,12,8,8,18,0,0,4,16,16,6,8,12,3214.81
15.434,19.3151,29.0029,11.0583,8,12,16,6,8,16,10,18,18,6,10,12,7114.26
10.0153,27.2173,1.23009,34.0484,12,4,16,12,6,4,2,0,12,12,16,18,4586.08
15.8131,29.9479,54.508,35.5674,10,0,18,0,14,14,10,4,4,14,8,10,438.253
16.8073,0.98968,13.5513,57.0954,0,14,4,0,14,4,16,18,4,4,16,10,2196.37
25.593,1.23139,55.9601,21.1274,6,16,18,18,12,12,18,0,10,4,0,2,1927.13
7.55678,46.7333,45.921,14.3178,2,8,0,16,18,14,10,16,14,8,0,8,546.84
24.4252,54.647,31.9908,9.46017,12,4,16,18,0,16,16,14,10,18,16,4,2984.17
21.5844,8.2021,32.6756,58.7314,18,0,2,4,8,6,6,6,0,2,6,0,210.225
59.6697,28.827,55.9717,35.6392,12,18,18,12,14,2,14,2,18,0,6,2,523.031
41.3571,49.0644,46.112,44.997,2,10,8,6,16,12,18,0,0,16,4,8,353.151
40.7214,44.1691,29.5064,13.4438,8,16,6,2,0,10,0,10,10,18,2,14,505.974
31.4539,45.8723,35.1308,43.1652,16,0,6,12,0,16,0,10,18,14,12,0,376.783
58.8915,29.1904,42.8909,26.9732,4,14,6,4,8,18,16,16,16,18,10,4,665.381
37.6362,32.398,12.3902,42.9308,12,14,2,0,8,0,8,14,4,8,6,18,441.468
27.0872,34.6588,30.6928,33.425,12,12,8,2,8,12,6,0,10,12,14,6,421.989
27.2749,9.87664,36.7351,6.28755,18,8,6,6,2,16,10,16,10,12,4,8,4001.76
34.9644,7.17304,17.2881,41.7355,4,12,10,12,0,4,16,2,10,8,6,0,418.211
56.2554,3.71628,59.462,18.1646,16,12,16,6,14,6,4,18,16,12,4,10,753.962
43.8021,41.325,49.0271,18.824,4,12,8,12,8,16,0,16,10,2,8,8,462.325
49.5234,19.6648,26.4471,17.1059,18,6,6,0,0,16,16,12,12,18,4,18,1884.07
31.5933,48.9041,50.9166,35.4659,12,14,6,12,2,14,14,18,6,4,12,16,548.375
21.7915,9.88753,39.7049,0.882947,10,8,6,10,12,2,16,12,18,18,16,18,7956.65
35.2839,37.301,37.1247,14.8596,6,18,2,16,12,16,10,12,16,18,18,16,4207.46
59.2359,57.2948,13.5178,33.9433,8,6,14,2,18,6,0,10,6,4,18,4,441.981
24.4881,30.7894,37.1645,23.9686,0,2,4,8,2,16,4,12,16,14,14,0,459.832
53.4763,35.9444,37.1928,20.1925,0,12,12,16,10,8,8,0,0,8,16,4,383.596
59.3838,23.729,53.565,27.4505,4,4,18,10,12,8,0,8,4,16,16,14,572.895
13.4366,48.228,27.6906,35.1789,6,18,12,8,2,10,12,10,18,8,16,0,604.928
10.5612,21.8012,53.2627,45.7709,2,18,6,0,4,2,12,10,8,2,2,12,427.167
2.55522,45.6318,13.8476,56.4539,2,0,2,10,6,10,18,4,2,2,2,2,303.343
24.8499,52.8264,33.0394,53.3429,12,18,8,18,10,12,6,0,12,4,0,6,438.543
51.5791,10.4088,40.4372,7.80102,4,0,4,10,4,6,12,4,16,8,10,6,456.898
28.8899,33.3617,10.5671,0.732798,2,10,2,2,16,0,10,8,2,6,14,8,1150.48
45.7612,28.4891,16.7591,30.7661,4,12,12,8,10,16,12,14,0,8,14,16,1091.56
53.4947,44.6646,17.83,28.6287,0,18,0,16,12,10,18,2,14,4,4,18,501.237
57.9621,9.71723,57.45,42.5567,6,12,12,6,14,6,16,10,6,6,16,6,557.88
39.2617,51.0085,20.4926,18.9713,16,4,14,16,10,2,10,10,16,8,16,14,1264.62
29.5081,42.7838,27.3958,1.41818,2,6,16,12,0,8,10,8,12,18,8,0,702.924
46.9976,48.2452,17.1997,55.269,4,10,16,4,4,12,8,6,6,12,12,2,420.354
36.6339,46.503,15.7038,53.2261,14,4,14,16,8,4,16,0,0,6,0,4,268.885
35.5563,54.4168,3.76272,0.0127486,10,18,14,0,4,18,18,18,16,8,2,14,5432.87
0.524577,56.5731,3.77497,25.855,10,10,18,18,16,2,0,16,16,18,10,0,5256.3
45.7522,57.4518,12.1239,6.34357,8,12,2,10,0,4,14,14,6,16,14,6,822.968
3.71957,54.853,14.2294,54.0243,18,12,10,6,4,4,8,14,12,16,8,8,736.01
3.84931,15.3699,22.5829,51.5853,2,10,12,14,6,10,6,14,10,8,8,18,3058.2
41.0467,52.2607,6.2524,24.1706,18,2,6,12,4,0,2,12,18,12,18,8,678.68
5.91243,10.2522,48.4611,46.3227,10,0,4,18,6,18,12,18,12,10,14,16,3267.17
39.1479,59.5199,30.9914,12.1186,14,14,0,16,18,8,8,6,0,18,10,2,489.595
24.5765,17.5109,5.79809,8.46139,12,8,2,0,8,12,14,14,0,2,12,4,3542.55
14.8668,26.9298,28.6639,13.4668,2,8,16,10,10,2,14,10,6,18,18,10,4485.04
37.0603,13.2588,0.678219,58.8218,4,10,0,2,0,14,18,0,14,8,14,16,668.621
59.867,44.3696,39.9116,54.6479,18,10,10,4,6,10,18,18,12,2,2,6,459.605
3.44712,35.7235,45.5493,6.73383,14,2,14,12,14,8,2,12,4,18,16,16,4753.59
41.2949,22.7781,31.7364,54.495,4,18,12,4,8,18,8,18,14,10,12,18,687.809
1.47092,1.69213,59.6229,22.6484,18,8,12,0,12,4,4,2,8,14,4,12,2106.39
18.2191,28.5233,51.4981,28.7144,2,6,18,16,0,14,8,10,14,8,8,4,450.528
33.8873,24.5964,51.652,34.3249,6,16,10,0,6,2,18,6,2,2,10,0,299.135
18.7406,32.6431,53.2324,17.0275,18,6,2,16,0,18,14,2,10,18,16,8,1314.03
45.3798,38.3382,9.60808,22.9672,12,4,8,12,16,12,12,2,12,8,8,12,757.933
19.7344,56.0382,14.5952,21.9315,10,18,16,6,14,14,4,4,2,16,16,6,1961.23
15.8885,38.7857,30.581,14.5719,6,16,10,8,2,8,2,6,14,0,16,14,838.819
23.7255,54.4672,9.82767,53.6773,16,2,10,6,16,16,6,8,16,18,12,18,950.186
58.5041,58.1535,45.251,33.6565,18,14,18,8,0,16,10,8,16,4,0,18,510.234
12.9398,39.2132,15.5322,49.1192,14,18,4,6,16,16,8,8,2,16,8,8,1391.08
35.9391,8.16336,41.5605,47.1854,2,6,14,6,18,10,4,18,14,2,10,10,677.925
56.8037,40.0545,56.1174,24.7294,8,0,6,6,8,4,4,18,2,12,2,0,245.104
23.4517,12.6649,38.806,12.8805,2,4,2,4,4,6,10,0,0,4,2,14,190.083
5.08355,59.219,12.913,9.09424,0,10,16,10,10,16,16,0,2,14,18,12,4349.97
20.887,47.571,25.1558,33.099,8,16,2,4,18,12,16,12,10,4,2,14,616.86
29.3884,11.115,29.4835,49.5355,10,18,12,0,0,12,12,4,10,16,14,12,570.168
59.4932,2.66533,36.2011,31.6212,14,12,10,4,6,6,2,12,18,8,4,16,547.144
30.4479,57.6346,25.2545,13.0334,12,2,6,6,6,6,12,10,12,16,2,14,566.49
3.93651,40.8767,14.365,51.8434,16,16,4,10,14,8,14,6,6,4,0,0,676.991
14.7172,32.0337,10.404,20.3086,2,10,6,18,10,10,16,4,18,16,2,8,4671.82
8.60675,53.7011,34.4663,35.2511,14,4,6,16,8,4,18,16,6,0,4,10,500.907
7.65908,26.2088,31.5434,49.5232,8,18,16,12,18,14,0,6,12,6,18,8,2828.55
1.2495,0.393013,5.36424,36.8315,4,10,14,16,8,0,16,14,14,8,0,8,7286.7
35.5457,56.2766,1.13639,19.2474,2,4,8,4,14,10,16,8,4,16,14,12,805.428
28.386,23.0214,41.2016,15.1837,10,8,14,2,8,18,16,16,10,14,6,16,3563.98
4.58399,3.13838,6.69656,49.0843,4,10,14,18,12,2,10,0,4,14,14,18,6162.98
27.0242,56.0361,38.5632,12.4779,6,8,8,6,14,16,2,0,6,8,6,2,365.789
2.79773,41.4716,52.5086,32.7384,4,14,4,6,6,14,6,8,16,2,2,18,612.837
39.4476,55.6683,37.2411,50.8533,10,4,18,16,10,10,4,2,4,8,2,2,317.135
22.7927,37.3101,10.3808,50.4578,16,14,6,10,14,12,14,6,12,14,14,12,2914.18
6.04255,37.0747,14.1798,59.9797,0,12,6,4,14,8,0,8,16,10,10,8,499.66
5.19712,48.0465,36.9355,15.0253,6,4,18,8,14,10,4,16,2,6,4,10,541.445
37.1588,48.6303,9.21622,37.0662,16,8,0,4,8,16,16,0,10,18,0,10,489.401
38.9417,13.1635,19.1354,8.77534,16,2,12,0,18,16,4,16,16,0,14,6,4593.48
20.949,9.06662,42.6205,42.4712,2,2,10,12,6,16,18,6,0,4,12,14,545.656
8.55653,49.6309,27.1532,3.94288,16,0,12,4,12,14,14,2,10,10,18,4,3296.7
16.064,47.2878,5.85563,15.6288,8,2,8,6,0,16,0,8,18,14,18,12,3232.3
8.52448,51.0038,0.343839,18.8982,16,16,4,0,6,16,12,10,12,16,10,0,4597.35
36.3882,57.2619,0.514391,5.37094,14,8,12,8,8,2,10,2,2,8,8,4,523.183
18.8174,4.82851,32.835,37.8291,8,16,18,4,0,14,16,12,12,0,8,2,2145.91
33.9147,4.65824,51.1135,45.1185,10,16,6,18,2,16,0,6,12,16,4,2,576.327
21.8375,2.73101,0.023439,33.9386,8,4,2,12,10,6,14,0,4,6,0,4,1687.73
59.5775,39.6384,22.6975,56.5947,14,2,10,6,14,6,8,10,0,16,2,12,351.796
54.3094,58.7321,50.644,13.6964,2,6,16,8,10,2,4,8,8,10,2,4,343.492
7.92733,34.576,18.6813,56.1809,10,12,18,14,10,2,6,2,4,4,0,8,551.62
48.9119,2.40572,52.9061,53.6472,4,8,6,0,18,0,0,14,10,8,4,4,431.847
6.30171,12.854,36.4159,41.6885,8,0,0,14,0,12,16,10,6,18,12,6,812.793
58.8821,52.1316,55.7122,54.9279,12,12,2,16,2,6,10,4,14,4,6,4,313.13
27.1264,33.6732,25.9592,35.993,4,14,18,4,18,2,8,12,12,10,4,18,719.451
53.0466,14.2273,17.5781,55.7734,4,2,18,0,0,8,2,18,10,8,0,16,442.766
53.0894,13.5346,16.2876,25.7346,0,18,10,0,2,18,16,4,6,8,8,14,627.65
13.8045,51.9333,22.5716,40.379,12,8,16,2,4,4,4,16,18,14,0,8,485.972
28.4315,8.9165,39.641,6.72222,16,14,6,6,12,4,4,18,18,14,18,12,6458.31
30.4519,5.62966,57.6657,6.73632,0,6,2,6,8,2,14,6,12,16,6,12,557.596
7.43419,26.4566,55.7449,4.01217,18,18,6,10,14,18,6,0,4,2,0,2,1134.17
45.5541,27.8955,59.2512,15.557,16,0,6,2,16,12,12,12,14,2,16,0,499.531
51.0574,1.52975,30.5739,15.8916,14,12,16,0,0,4,4,6,8,6,0,10,378.92
46.7099,13.6795,51.3439,17.0332,8,8,2,16,0,18,14,16,6,2,8,0,385.801
52.1394,7.42858,52.2255,14.4681,4,16,10,14,16,4,14,12,18,6,2,18,1483.18
52.581,49.2863,55.0813,11.5496,14,10,12,16,14,0,4,16,6,10,4,4,432.831
30.0395,34.22,34.9954,48.336,4,10,14,2,2,6,18,8,14,10,14,2,401.182
55.2613,35.9404,31.1377,10.7376,14,14,18,4,6,8,12,8,10,8,18,10,647.931
38.9071,31.7213,39.0715,34.143,14,16,12,18,0,16,14,0,16,10,12,10,515.687
12.8016,55.7972,43.4278,50.886,0,6,14,8,18,18,0,8,8,18,0,18,537.815
23.0096,22.8595,19.3264,38.5943,0,18,6,4,0,14,2,2,4,2,6,0,262.13
17.0787,2.08577,15.4908,13.7145,18,8,18,18,6,6,10,12,12,12,6,18,10080.2
43.5559,44.8354,8.79988,59.5436,12,12,6,16,2,2,16,2,2,10,4,2,342.13
5.6535,38.3629,5.76728,30.6832,2,8,12,18,0,2,16,10,14,14,16,2,3784.83
47.647,43.5246,58.5212,45.1311,16,16,14,2,4,0,2,18,4,14,14,4,421.192
37.5226,42.1039,0.817021,51.6745,18,12,8,2,12,18,2,18,0,12,2,18,706.608
55.5931,33.6279,44.1462,5.03316,16,2,12,4,18,0,6,18,6,14,16,10,671.498
57.053,29.3862,33.1826,0.0242159,16,8,10,18,10,18,6,0,0,6,8,16,560.719
17.087,20.3782,16.0995,45.094,14,8,4,4,0,6,10,12,14,0,18,10,646.818
57.7542,54.721,16.2121,17.0974,10,2,0,10,8,12,16,18,14,14,16,12,923.323
10.7466,18.5082,26.5724,21.7487,4,8,16,2,8,0,18,6,10,18,4,10,3026.73
55.6914,4.99996,34.2437,13.8458,2,8,6,12,16,4,2,2,6,12,16,6,626.408
8.7349,47.4218,38.4793,41.0858,8,8,14,0,4,14,16,12,6,16,12,8,532.901
56.1465,34.9924,57.855,8.26672,16,12,16,18,2,16,10,0,2,6,12,4,450.439
21.979,41.3266,16.6724,12.3838,12,2,12,16,2,6,14,2,2,12,0,6,280.446
13.1261,50.2517,20.8395,29.563,18,18,6,10,14,18,8,18,2,0,16,4,2494.23
56.0693,56.2836,58.8752,55.3169,2,16,10,6,8,6,6,6,10,16,6,6,385.177
57.739,38.5719,38.5747,25.6194,2,4,0,18,18,6,10,6,8,10,0,2,280.114
43.713,43.7397,12.7898,38.5835,8,18,6,2,6,8,16,8,14,10,14,2,573.098
51.2945,26.2194,29.1239,4.56689,16,18,10,18,10,12,8,16,12,0,4,14,3237.08
26.8179,8.37379,38.3119,48.8306,4,16,14,18,2,4,6,14,10,10,14,8,739.583
53.3959,5.04104,4.81169,50.0127,4,14,16,0,6,18,4,10,6,8,0,14,757.292
52.7724,25.463,35.8017,38.7062,6,16,14,12,0,18,16,18,16,0,2,4,563.83
39.5649,46.954,35.9511,29.9461,4,18,2,12,14,14,6,0,14,2,14,16,496.473
0.863486,52.606,49.6624,15.3575,8,12,10,16,12,14,6,12,4,10,18,4,1492.11
41.8076,59.9901,13.434,5.9778,16,16,12,16,2,12,6,2,8,0,10,2,476.089
34.1983,30.8833,55.8495,22.1203,8,14,12,14,14,4,0,2,10,4,8,16,511.221
11.2738,58.2687,2.16986,48.8927,4,6,2,2,10,18,4,10,0,14,8,18,611.492
13.0505,38.983,46.4987,4.43341,12,14,2,16,2,6,10,12,8,6,2,10,587.918
33.6771,30.3844,11.3882,2.16558,16,4,14,10,14,0,18,8,16,2,10,2,4098.3
30.8728,58.501,5.85657,31.3353,12,0,10,6,12,10,0,18,14,18,0,12,618.935
30.6017,2.08991,25.0678,55.1742,10,6,2,0,0,6,4,12,4,4,0,2,187.083
1.76843,21.9302,0.516275,37.0349,4,18,6,10,12,4,16,14,16,8,14,12,7812.28
30.6622,59.9116,13.8772,14.0072,0,4,14,12,10,0,14,10,0,12,12,2,467.54
50.8217,0.674239,51.9425,57.4402,12,12,10,0,4,10,6,8,8,0,18,18,527.225
34.3827,10.4735,48.1242,23.9221,18,4,18,10,4,18,8,18,12,6,16,2,2295.92
58.3051,13.6649,46.1708,13.2515,18,16,0,8,12,10,0,8,18,14,18,6,692.588
4.09074,53.1341,44.1993,56.9298,18,8,18,2,8,16,18,0,2,8,14,10,688.966
10.6719,21.9082,50.8772,32.5624,18,12,10,12,14,14,16,10,12,10,4,6,2770.35
19.7775,0.968365,15.3132,28.9804,4,8,8,8,10,14,12,0,4,14,0,2,2324.7
14.4105,37.7478,47.5499,30.3564,16,12,14,16,16,10,10,0,16,4,8,10,922.607
11.9122,48.1792,47.3024,10.6897,6,8,8,16,6,16,16,14,18,4,10,4,1411.85
29.5139,20.6151,38.6859,34.1788,6,12,0,2,8,14,0,18,4,12,16,2,400.192
55.9483,3.19904,6.22094,35.2548,0,12,2,6,16,4,12,0,18,8,4,2,667.904
39.8136,26.6634,52.5673,58.7215,8,0,16,8,14,2,12,14,10,8,0,14,453.362
49.299,28.9976,42.3439,13.3651,16,18,0,16,14,4,10,16,14,18,4,10,1174.89
22.4764,0.0345697,41.0121,10.7471,14,14,2,2,10,12,0,10,12,12,6,14,3897.67
52.0316,55.8248,26.8993,56.1004,8,18,14,6,2,10,14,14,10,14,0,18,541.381
19.3369,35.1426,2.35492,39.1771,12,12,14,2,8,6,18,16,14,6,6,6,2971.56
6.61007,35.4815,57.0622,5.19399,2,16,2,12,10,0,4,10,16,2,6,18,781.943
58.8868,10.9181,20.3179,22.5854,18,12,6,2,2,12,0,10,10,0,12,2,368.244
33.0327,0.292858,2.06013,4.66607,10,8,18,8,16,10,4,12,6,18,14,14,10349.6
28.2725,36.0239,53.3447,44.8891,0,18,14,10,12,6,4,16,0,14,14,8,482.229
2.81134,30.228,22.626,55.3645,2,0,0,4,14,2,2,4,6,4,12,8,279.305
34.6166,40.7465,47.064,23.9043,10,4,14,10,14,2,18,16,6,6,18,18,552.683
23.5628,20.1147,27.8041,23.6974,18,12,18,18,18,0,10,18,12,6,0,10,5025.04
17.6212,0.330634,36.9709,9.85256,0,16,18,0,2,2,8,14,6,4,8,12,3020.24
39.8924,31.1401,51.8223,16.8583,16,16,8,0,10,0,12,12,0,2,0,12,352.971
59.6437,10.8304,46.2577,33.1547,4,16,16,2,18,0,0,18,18,8,6,8,630.451
43.2033,57.2811,23.1253,47.1667,2,16,2,0,12,14,6,8,2,14,10,14,444.35
21.9448,7.09199,35.019,24.9169,2,4,0,16,10,6,0,10,2,18,14,16,1396.41
27.0747,5.29608,31.2144,40.7873,12,12,4,8,2,10,0,8,0,4,16,0,359.792
9.18504,52.9722,23.0176,37.2191,4,14,12,10,0,4,12,16,4,10,6,12,523.444
20.9367,42.8867,16.9298,19.4059,14,18,12,0,16,12,2,14,8,12,4,8,2550.91
8.94126,35.758,24.1341,22.3513,18,8,18,4,16,6,2,10,16,14,6,16,4845.39
12.735,17.3849,48.3657,3.07995,18,2,8,14,6,10,18,6,0,10,8,2,2461.9
53.9054,48.7347,24.8064,41.1812,14,10,6,4,14,4,4,6,18,18,6,10,433.744
29.6377,0.935937,10.2913,45.2751,10,12,0,12,18,8,14,4,2,8,2,8,1893.91
49.9846,30.6381,14.7852,34.9812,6,0,16,4,8,4,2,16,18,0,0,6,389.476
35.74,21.6979,56.035,20.876,16,14,0,0,16,16,14,4,12,4,12,6,483.242
45.6858,21.641,0.22263,21.7466,14,12,4,0,18,6,12,0,6,16,16,0,1943.39
6.95965,30.7835,58.5865,3.97352,10,16,10,18,16,2,14,10,16,4,18,2,4246.28
51.0367,13.5952,14.5878,16.7643,0,12,8,6,12,6,16,14,12,18,16,12,4259.47
4.12488,26.8564,55.389,22.4723,18,4,6,6,10,12,14,16,6,10,6,18,2353.96
2.54855,53.4252,16.579,2.94962,16,14,14,8,12,0,10,12,0,14,10,4,4372.55
33.1781,44.1069,4.1437,43.158,4,2,2,12,16,16,10,4,0,0,0,12,462.186
38.2842,1.83862,1.70416,21.8217,4,14,16,12,8,14,18,4,16,6,0,2,5559.95
42.7876,30.5682,40.2442,5.10239,12,10,16,14,2,2,2,14,14,0,8,6,481.704
50.4838,20.5291,33.0265,16.966,4,8,12,0,12,10,12,8,2,10,0,18,404.239
30.9078,48.0308,14.44,53.3955,8,12,12,16,18,16,4,18,8,0,14,2,659.778
40.3348,27.7098,59.4122,20.8245,18,18,4,8,10,16,8,10,14,4,0,14,534.059
7.52558,2.37623,37.2223,34.6813,4,8,16,8,2,14,12,12,12,12,18,4,4503.68
48.3,38.1391,23.0604,36.295,16,16,18,14,8,4,14,14,4,16,0,10,507.047
58.051,3.06831,29.1132,5.20576,16,18,2,16,4,10,8,0,0,2,12,18,1562.84
19.092,59.2142,52.9432,15.975,4,12,2,14,14,2,16,6,2,8,18,14,577.242
49.9001,50.9955,40.7493,33.0323,16,14,16,10,4,18,12,8,2,12,14,0,455.198
51.1425,51.5455,44.7943,37.1345,16,14,14,12,4,4,8,4,18,8,0,16,436.192
35.9437,25.2255,5.76069,39.8782,18,6,2,10,12,4,8,6,16,18,12,8,1752.78
59.1634,39.0418,16.1539,59.2663,10,6,6,14,10,2,14,14,8,14,12,10,478.244
11.2055,50.8179,57.191,8.43548,8,18,18,0,6,0,14,4,6,2,2,12,537.638
36.1309,52.4525,49.0905,4.59471,18,10,16,12,10,16,4,8,16,4,4,18,696.753
12.3615,39.3941,56.7049,59.6665,0,10,10,10,2,0,8,18,12,0,8,6,372.956
13.0539,37.6056,57.1471,50.5388,10,12,8,0,16,18,8,0,16,2,18,4,546.402
20.0052,47.7309,13.8822,38.756,14,18,12,10,4,8,18,16,16,16,10,6,3394.07
19.0692,36.4047,34.05,59.0836,4,18,6,4,6,0,16,14,0,6,12,2,356.542
20.8775,8.82496,1.06073,7.65836,6,18,8,2,18,14,16,10,2,16,2,8,8618.05
6.11091,46.006,3.47747,5.85177,4,14,14,4,6,0,4,4,14,6,8,10,3181.66
50.7992,42.6174,50.6866,9.43684,2,2,10,18,16,18,12,4,8,10,2,12,479.113
11.0996,10.478,3.23624,31.5363,8,10,14,4,14,16,14,8,12,14,0,10,7269.23
25.6551,25.3304,28.1546,35.054,16,4,14,2,12,6,16,4,0,0,0,6,296.431
26.1972,16.3803,24.3154,8.1072,4,4,18,16,4,16,12,18,6,0,16,8,5242.46
18.5519,41.6333,10.2412,43.7458,18,6,4,4,0,10,18,8,14,10,18,16,1909.57
48.6402,55.8146,35.6549,31.4192,18,0,12,2,16,8,10,14,10,4,16,2,441.203
15.239,41.8444,18.5256,19.4756,0,16,6,8,8,0,2,12,10,12,16,14,1478.65
46.2978,47.006,10.0816,0.749679,8,4,16,10,2,0,2,6,12,18,2,18,715.853
13.3355,29.6737,6.25269,29.0087,18,2,10,16,10,2,6,18,0,14,14,10,4588.49
17.6997,59.1657,18.5267,37.4489,16,0,14,0,4,12,18,14,14,14,4,6,623.894
1.14962,1.65089,26.5756,15.3102,0,0,14,2,14,14,14,6,18,8,16,2,6787.59
17.5356,1.46094,14.0508,52.3086,12,6,18,2,14,4,16,0,4,12,10,16,3479.06
20.8299,48.2959,28.4474,35.8876,10,12,18,4,16,12,6,2,16,10,18,4,592.877
37.9774,6.1454,25.7249,58.9205,14,12,18,18,16,10,14,16,14,6,18,14,4902.3
15.4042,58.9641,48.7925,34.7387,12,0,14,16,10,16,16,6,12,14,2,16,547.25
53.8871,40.6381,25.1002,59.3771,16,18,10,8,12,12,8,8,18,0,8,6,520.819
57.5708,32.1306,19.7977,40.728,10,14,2,6,6,12,4,8,16,8,0,16,430.423
36.0993,0.112094,23.9556,22.1933,10,2,14,18,10,6,18,18,10,10,4,10,5279.33
10.2571,10.2454,55.1627,59.5326,14,10,0,10,4,14,12,0,16,12,16,14,699.997
41.7882,34.6711,56.9328,49.3259,0,18,12,8,4,6,2,4,10,14,6,14,406.192
45.0739,57.5894,45.0353,8.4287,0,2,2,0,2,10,16,0,4,16,8,10,378.166
34.8702,44.1829,22.83,3.75286,0,14,18,10,18,0,8,14,8,0,16,4,1000.42
16.4487,32.8861,56.1436,45.3416,4,16,0,0,6,14,8,0,10,14,10,0,334.552
38.6505,38.2485,2.76449,22.7881,18,18,14,8,4,12,0,12,16,18,4,6,3304.21
7.66964,23.6686,58.2744,37.9618,6,2,8,10,2,14,18,6,2,2,12,14,416.324
1.2533,4.21721,18.6573,13.3461,14,12,10,8,4,18,12,18,6,10,4,2,8488.8
51.2163,32.9268,19.9989,1.54761,8,6,14,8,0,8,10,18,14,2,14,18,2118.59
8.64357,12.4338,55.2602,17.6742,10,18,16,0,10,6,8,8,4,2,0,18,1399.13
